Name,Feature,Full Address,Street,Municipality,Categories,Plus Code,Phones,Emails,Review Count,Average Rating,Review URL,Google Maps URL,Cid,Google Knowledge URL,Kgmid,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image,Place Id
كشري أبو طارق,,"16 ش معروف تقاطع ش شامبليون, قريب من دار القضاء العالى","16 ش معروف تقاطع ش شامبليون, قريب من دار القضاء العالى",قسم قصر النيل,"مطعم كشري, مطعم وجبات سريعة",,"02 25775935, +20 2 25775935",,26984,4.2,https://search.google.com/local/reviews?placeid=ChIJPRFR2cBAWBQRVzGtipOF0Dw&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=4382149306164785495,4382149306164785495,https://www.google.com/search?kgmid=/g/11cmb114gj&kponly,/g/11cmb114gj,30.0501856,31.2378303,https://www.facebook.com/koshariabotarek,facebook.com,"الثلاثاء:[٧:٠٠ص-١١:٤٥م], الأربعاء:[٧:٠٠ص-١١:٤٥م], الخميس:[٧:٠٠ص-١١:٤٥م], الجمعة:[١٢:٠٠م-١٢:٠٠ص], السبت:[٧:٠٠ص-١١:٤٥م], الأحد:[٧:٠٠ص-١١:٤٥م], الاثنين:[٧:٠٠ص-١١:٤٥م]",https://lh5.googleusercontent.com/p/AF1QipN8TtV7lepchxHXwOdTa4vX-ZpnCjc2r_gYGhbh=w122-h92-k-no,ChIJPRFR2cBAWBQRVzGtipOF0Dw
جاد,,Al Azhar St Ad، عطفة الجاويشي، الدرب الأحمر,Al Azhar St Ad,الدرب الأحمر,"مطعم مأكولات مصرية, مطعم وجبات سريعة",,"02 25145901, +20 2 25145901",,1036,3.5,https://search.google.com/local/reviews?placeid=ChIJHT2qFaBAWBQRTSPG60hAehw&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=2052023262158136141,2052023262158136141,https://www.google.com/search?kgmid=/g/1tdj1hvz&kponly,/g/1tdj1hvz,30.046132999999998,31.2614032,,,"الثلاثاء:[٣:٠٠م-١٢:٠٠ص], الأربعاء:[٣:٠٠م-١٢:٠٠ص], الخميس:[٣:٠٠م-١٢:٠٠ص], الجمعة:[٣:٠٠م-١٢:٠٠ص], السبت:[٣:٠٠م-١٢:٠٠ص], الأحد:[٣:٠٠م-١٢:٠٠ص], الاثنين:[٣:٠٠م-١٢:٠٠ص]",https://lh5.googleusercontent.com/p/AF1QipPw2_GCE0rtvF3blJOY3CI2qh82l-hnpFNxJ1hu=w80-h106-k-no,ChIJHT2qFaBAWBQRTSPG60hAehw
مطعم زين الشام,,"بجانب ابو طاهر الكلابي السياحي, 133 الجيش، الشمكري، باب الشعرية، محافظة القاهرة‬ 4333001",بجانب ابو طاهر الكلابي السياحي,باب الشعرية,مطعم مأكولات سورية,,"0115 845 2277, +20 115 845 2277",,164,4.3,https://search.google.com/local/reviews?placeid=ChIJU1Pm2ctBWBQRdSUTEpXXGIs&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=10022998005966382453,10022998005966382453,https://www.google.com/search?kgmid=/g/11fltf3436&kponly,/g/11fltf3436,30.0563315,31.258887299999998,https://www.facebook.com/ZiennALShamm,facebook.com,"الثلاثاء:[١١:٠٠ص-٢:٠٠ص], الأربعاء:[١١:٠٠ص-٢:٠٠ص], الخميس:[١١:٠٠ص-٢:٠٠ص], الجمعة:[١١:٠٠ص-٢:٠٠ص], السبت:[١١:٠٠ص-٢:٠٠ص], الأحد:[١١:٠٠ص-٢:٠٠ص], الاثنين:[١١:٠٠ص-٢:٠٠ص]",https://lh5.googleusercontent.com/p/AF1QipPe-2mA_5N9waGkLVR8aLOoq2Sza6R1qfWcRF96=w131-h92-k-no,ChIJU1Pm2ctBWBQRdSUTEpXXGIs
La Zisa,,1189 كورنيش النيل، بولاق5، بولاق، محافظة القاهرة‬ 4311102,1189 كورنيش النيل,بولاق,مطعم مأكولات إيطالية,,"0100 677 2264, +20 100 677 2264",,33,4.1,https://search.google.com/local/reviews?placeid=ChIJg5Ve7mdBWBQRWQjEFByrCoI&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=9370490111793563737,9370490111793563737,https://www.google.com/search?kgmid=/g/11qqv37f90&kponly,/g/11qqv37f90,30.062995599999997,31.227362099999997,https://www.marriott.com/hotels/hotel-information/restaurant/caixr-the-st-regis-cairo/,marriott.com,"الثلاثاء:[٦:٠٠ص-١١:٣٠م], الأربعاء:[٦:٠٠ص-١١:٣٠م], الخميس:[٦:٠٠ص-١١:٣٠م], الجمعة:[٦:٠٠ص-١١:٣٠م], السبت:[٦:٠٠ص-١١:٣٠م], الأحد:[٦:٠٠ص-١١:٣٠م], الاثنين:[٦:٠٠ص-١١:٣٠م]",https://lh5.googleusercontent.com/p/AF1QipNvhRIkMjgNYYOhgFKHBZ80LZIlHc3c5-RX--rw=w139-h92-k-no,ChIJg5Ve7mdBWBQRWQjEFByrCoI
الباشا 1901,,Saray El Gezirah Street، الخليج، الزمالك، محافظة القاهرة‬,Saray El Gezirah Street,الزمالك,"مطعم, قاعة حفلات, بار مشروبات, مطعم مأكولات هندية, مطعم المأكولات اليابانية الأصيلة, مطعم مأكولات الشرق الأوسط, مطعم فرنسي رفيع المستوى, قاعة زفاف, مطعم المأكولات الغربية",,"02 27356730, +20 2 27356730",,5091,4.3,https://search.google.com/local/reviews?placeid=ChIJ7WPQutxAWBQR2IwZ_u-dROs&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=16952848551415221464,16952848551415221464,https://www.google.com/search?kgmid=/g/1tff00lr&kponly,/g/1tff00lr,30.051787599999997,31.2277776,http://www.lepacha.com/,lepacha.com,"الثلاثاء:[١:٠٠م-٢:٠٠ص], الأربعاء:[١:٠٠م-٢:٠٠ص], الخميس:[١:٠٠م-٢:٠٠ص], الجمعة:[١:٠٠م-٢:٠٠ص], السبت:[١:٠٠م-٢:٠٠ص], الأحد:[١:٠٠م-٢:٠٠ص], الاثنين:[١:٠٠م-٢:٠٠ص]",https://lh5.googleusercontent.com/p/AF1QipPKZTS6EyzmqaD8PGyydulDdfyDA2OGKzbpKFbt=w141-h92-k-no,ChIJ7WPQutxAWBQR2IwZ_u-dROs
مطاعم أولاد صادق,,117، محافظة القاهرة‬ 11558,117,قسم الجمالية,"مطعم, مطعم وجبات سريعة",,"0106 410 6137, +20 106 410 6137",,1310,4.1,https://search.google.com/local/reviews?placeid=ChIJoQSTrvJBWBQRgXpGu_zzim8&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=8037504751795337857,8037504751795337857,https://www.google.com/search?kgmid=/g/11h21zhc85&kponly,/g/11h21zhc85,30.0555073,31.2583861,https://www.instagram.com/sadeksons_eg/,instagram.com,"الثلاثاء:[١:٠٠م-٤:٠٠ص], الأربعاء:[١:٠٠م-٤:٠٠ص], الخميس:[١:٠٠م-٤:٠٠ص], الجمعة:[١:٠٠م-٤:٠٠ص], السبت:[١:٠٠م-٤:٠٠ص], الأحد:[١:٠٠م-٤:٠٠ص], الاثنين:[١:٠٠م-٤:٠٠ص]",https://lh5.googleusercontent.com/p/AF1QipN5ckNBHz3Z5w2iuunf6rXUQUqtPTX7ZjvFmwXV=w122-h92-k-no,ChIJoQSTrvJBWBQRgXpGu_zzim8
Felfela,,"قصر النيل, 15 شارع هدى شعراوي، باب اللوق، قسم, محافظة القاهرة‬ 4280121",قصر النيل,قسم,"مطعم مأكولات مصرية, مطعم مأكولات دول البحر المتوسط",,"02 23955557, +20 2 23955557",,1018,3.8,https://search.google.com/local/reviews?placeid=ChIJn7EzyYRBWBQRikTixdQVLTU&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=3831742861559350410,3831742861559350410,https://www.google.com/search?kgmid=/g/1tdz23f3&kponly,/g/1tdz23f3,30.0465539,31.237955,http://www.felfelaegypt.com/,felfelaegypt.com,"الثلاثاء:[١٠:٠٠ص-١١:٠٠م], الأربعاء:[١٠:٠٠ص-١١:٠٠م], الخميس:[١٠:٠٠ص-١١:٠٠م], الجمعة:[١٠:٠٠ص-١١:٠٠م], السبت:[١٠:٠٠ص-١١:٠٠م], الأحد:[١٠:٠٠ص-١١:٠٠م], الاثنين:[١٠:٠٠ص-١١:٠٠م]",https://lh5.googleusercontent.com/p/AF1QipMgD2WkETfpapo5KYUOgGmTgnSugxuQD8jOduzv=w138-h92-k-no,ChIJn7EzyYRBWBQRikTixdQVLTU
صبايا العتموني,,Corniche El Nil،Qasr، Ad Dobarah، قسم قصر النيل، محافظة القاهرة‬ 11511,Corniche El Nil،Qasr,قسم قصر النيل,مطعم مأكولات لبنانية,,"02 27988000, +20 2 27988000",,207,4.2,https://search.google.com/local/reviews?placeid=ChIJDWf7Es9AWBQRhxX4Xb-sVEU&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=4995807824575993223,4995807824575993223,https://www.google.com/search?kgmid=/g/1tf12w8s&kponly,/g/1tf12w8s,30.0428262,31.232350999999998,https://www.ihg.com/intercontinental/hotels/gb/en/cairo/croha/hoteldetail,ihg.com,"الثلاثاء:[١٢:٠٠م-١:٠٠ص], الأربعاء:[١٢:٠٠م-١:٠٠ص], الخميس:[١٢:٠٠م-١:٠٠ص], الجمعة:[١٢:٠٠م-١:٠٠ص], السبت:[١٢:٠٠م-١:٠٠ص], الأحد:[١٢:٠٠م-١:٠٠ص], الاثنين:[١٢:٠٠م-١:٠٠ص]",https://lh5.googleusercontent.com/p/AF1QipM_SpoYiCSvYMcwcKhmxvBia6N-4vCA4bBY5kST=w137-h92-k-no,ChIJDWf7Es9AWBQRhxX4Xb-sVEU
مطعم وكافيه اللورد,,3736+7XG، الضببيه، الجمالية، قسم الجمالية، محافظة القاهرة‬ 4331405,3736+7XG,قسم الجمالية,"مطعم مأكولات ومشروبات, مطعم",,"0122 446 6109, +20 122 446 6109",,2156,3.9,https://search.google.com/local/reviews?placeid=ChIJpXdg9p1AWBQR_fTXOpU4NO4&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=17164406293404316925,17164406293404316925,https://www.google.com/search?kgmid=/g/11cn9tfzym&kponly,/g/11cn9tfzym,30.053192199999998,31.2624657,,,"الثلاثاء:[نعمل على مدار 24 ساعة], الأربعاء:[نعمل على مدار 24 ساعة], الخميس:[نعمل على مدار 24 ساعة], الجمعة:[نعمل على مدار 24 ساعة], السبت:[نعمل على مدار 24 ساعة], الأحد:[نعمل على مدار 24 ساعة], الاثنين:[نعمل على مدار 24 ساعة]",https://lh5.googleusercontent.com/p/AF1QipPvuAsW2oZy2BeJ0kNtwIN40nYfDOIfcOsUWHRB=w80-h106-k-no,ChIJpXdg9p1AWBQR_fTXOpU4NO4
مطعم الباشا,,5 ش علوة فارس، درب الأقماعية، باب الشعرية، محافظة القاهرة‬ 4330353,5 ش علوة فارس,باب الشعرية,مطعم,,,,85,3.7,https://search.google.com/local/reviews?placeid=ChIJ-wyUFY9AWBQR1gBwCsBshYk&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=9909446127163277526,9909446127163277526,https://www.google.com/search?kgmid=/g/1tdt3f6g&kponly,/g/1tdt3f6g,30.0585949,31.259432099999998,,,"الثلاثاء:[نعمل على مدار 24 ساعة], الأربعاء:[نعمل على مدار 24 ساعة], الخميس:[نعمل على مدار 24 ساعة], الجمعة:[نعمل على مدار 24 ساعة], السبت:[نعمل على مدار 24 ساعة], الأحد:[نعمل على مدار 24 ساعة], الاثنين:[نعمل على مدار 24 ساعة]",https://lh5.googleusercontent.com/p/AF1QipP0hw7ZR25aTjKSp0Z44vAXwZ2AAEBLePPcDu3n=w163-h92-k-no,ChIJ-wyUFY9AWBQR1gBwCsBshYk
فسحة سمية,,59 شارع الفلكي، باب اللوق، عابدين، محافظة القاهرة‬ 4280123,59 شارع الفلكي,عابدين,مطعم أطباق اللحوم,,"0100 847 0614, +20 100 847 0614",,622,4.4,https://search.google.com/local/reviews?placeid=ChIJw6n9e8dAWBQR41_00fj9Dqk&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=12181953287199940579,12181953287199940579,https://www.google.com/search?kgmid=/g/11bzywfbbj&kponly,/g/11bzywfbbj,30.0456905,31.2402581,https://www.facebook.com/FasahetSomaya/,facebook.com,"الثلاثاء:[٥:٠٠-٧:٠٠م], الأربعاء:[٥:٠٠-٧:٠٠م], الخميس:[٥:٠٠-٧:٠٠م], الجمعة:[٥:٠٠-٧:٠٠م], السبت:[مغلق], الأحد:[٥:٠٠-٧:٠٠م], الاثنين:[٥:٠٠-٧:٠٠م]",https://lh5.googleusercontent.com/p/AF1QipNfHeq78y78mxsL7sEGFTAlbUW5UxmDXXB4a-d6=w122-h92-k-no,ChIJw6n9e8dAWBQR41_00fj9Dqk
ZEEYARA Restaurant,,In front of Bayt، 114 المعز لدين الله الفاطمي، Al Suhaymi، قسم الجمالية، محافظة القاهرة‬ 11621,In front of Bayt,قسم الجمالية,مطعم,,"0105 019 5658, +20 105 019 5658",,26,4.5,https://search.google.com/local/reviews?placeid=ChIJu7w5ZCxBWBQRu1qGUsu_cb8&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=13795018013596342971,13795018013596342971,https://www.google.com/search?kgmid=/g/11q838xb83&kponly,/g/11q838xb83,30.0522256,31.261787899999998,https://www.facebook.com/zeeyara.restaurant,facebook.com,"الثلاثاء:[٧:٠٠ص-١:٠٠ص], الأربعاء:[٧:٠٠ص-١:٠٠ص], الخميس:[٧:٠٠ص-١:٠٠ص], الجمعة:[٧:٠٠ص-١:٠٠ص], السبت:[٧:٠٠ص-١:٠٠ص], الأحد:[٧:٠٠ص-١:٠٠ص], الاثنين:[٧:٠٠ص-١:٠٠ص]",https://lh5.googleusercontent.com/p/AF1QipMjXu41BuEWt3a0n2t-_RkDdGstsQPSiOOC3Z-6=w122-h92-k-no,ChIJu7w5ZCxBWBQRu1qGUsu_cb8
